Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:02043013


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2043013;2;01/02/1942;1;36,2;163,0;17;16;1;1;0;1494,80004882813;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;20,6;0,8;0,4;10,8;1,5;21,4;36,2;19,4;1,0;13,0;17,2;4,6;1,6;0,0;0,0;0,2;0,0;14,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2043013;2;01/03/1942;1;51,6;175,5;9;16;1;1;0;1494,80004882813;1;11,0;15,4;2,5;9,2;11,8;24,2;0,0;0,0;51,6;10,6;5,8;13,6;5,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,9;11,4;0,2;0,0;0,0;0,0;0,4;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/04/1942;1;13,4;53,0;15;11;1;1;0;1494,80004882813;1;0,0;0,0;0,0;0,0;0,0;9,0;1,8;1,2;8,6;1,7;0,0;0,0;0,0;0,0;13,4;9,4;0,2;5,1;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/05/1942;1;20,0;40,5;6;6;1;1;0;1494,80004882813;1;0,0;0,0;0,0;0,0;0,6;20,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;7,8;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/06/1942;1;0,9;1,6;6;2;1;1;0;1494,80004882813;1;0,0;0,0;0,0;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/07/1942;1;2,6;4,0;4;3;1;1;0;1494,80004882813;1;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/08/1942;1;2,7;3,3;3;2;1;1;0;1494,80004882813;1;0,0;0,0;2,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/09/1942;1;21,8;50,4;16;9;1;1;0;1494,80004882813;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,8;1,3;3,7;0,0;0,0;0,0;0,1;4,3;17,8;0,5;0,7;0,0;0,0;0,0;0,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/10/1942;1;34,4;161,5;24;16;1;1;0;1494,80004882813;1;0,0;0,0;7,8;8,4;0,0;0,0;8,4;5,2;5,6;0,0;0,2;0,0;0,0;10,8;21,2;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;34,4;10,0;14,2;3,6;22,6;4,6;4,1;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/11/1942;1;40,6;178,8;1;19;1;1;0;1494,80004882813;1;40,6;0,0;7,0;1,5;0,0;0,0;4,0;6,0;0,8;0,0;0,0;7,0;16,0;7,4;7,6;8,2;0,4;19,6;0,0;2,3;14,0;0,0;0,0;0,0;0,0;18,4;14,2;0,0;2,3;1,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/12/1942;1;44,2;339,5;2;26;1;1;0;1494,80004882813;1;2,2;44,2;16,2;2,0;1,5;0,0;6,2;7,0;4,2;14,0;26,8;4,8;19,6;21,4;32,6;14,4;1,6;18,6;0,0;0,6;1,4;0,0;0,0;0,0;21,4;11,0;3,4;27,0;19,8;16,0;1,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/01/1943;1;59,0;309,8;8;23;1;1;0;1375,30004882812;1;8,6;30,6;3,8;14,6;14,4;0,3;23,2;59,0;7,2;0,0;14,2;2,0;1,4;0,6;1,6;1,2;7,6;47,8;32,2;0,6;0,3;0,0;0,0;0,0;2,6;17,0;0,0;0,0;0,0;19,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/02/1943;1;56,6;209,0;12;15;1;1;0;1375,30004882812;1;22,0;47,8;0,0;0,0;0,0;0,0;0,0;1,5;0,0;1,1;11,2;56,6;2,4;7,4;15,6;0,6;21,4;13,0;0,0;2,8;2,4;0,0;0,0;3,2;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2043013;2;01/03/1943;1;90,2;189,9;12;16;1;1;0;1375,30004882812;1;0,0;4,0;0,0;2,3;0,0;22,2;13,8;0,4;15,6;0,0;3,6;90,2;21,2;1,6;5,8;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,4;0,6;0,0;7,4;0,5;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/04/1943;1;18,2;23,8;1;3;1;1;0;1375,30004882812;1;18,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/05/1943;1;1,2;1,6;2;2;1;1;0;1375,30004882812;1;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/06/1943;1;29,0;36,2;8;4;1;1;0;1375,30004882812;1;0,0;0,0;0,0;0,0;0,0;6,4;0,0;29,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/07/1943;1;0,0;0,0;1;;1;1;0;1375,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/08/1943;1;26,0;26,5;5;2;1;1;0;1375,30004882812;1;0,0;0,0;0,0;0,5;26,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/09/1943;1;24,4;46,0;13;5;1;1;0;1375,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;24,4;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,2;0,6;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/10/1943;1;46,8;156,2;27;12;1;1;0;1375,30004882812;1;0,0;0,0;0,0;8,2;20,4;9,0;2,4;0,0;0,0;0,0;0,0;1,9;0,0;9,0;12,4;0,0;0,0;0,0;0,0;0,0;0,0;6,6;6,3;1,4;0,0;0,0;46,8;31,8;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/11/1943;1;12,6;71,1;22;14;1;1;0;1375,30004882812;1;0,0;0,0;0,6;7,8;11,6;0,0;2,8;0,0;0,4;1,5;1,9;10,2;0,0;0,0;0,0;0,0;0,0;2,8;0,0;0,0;5,5;12,6;0,0;1,9;0,0;0,0;4,6;6,9;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/12/1943;1;49,2;305,2;20;19;1;1;0;1375,30004882812;1;7,8;20,8;16,6;0,0;0,0;0,0;0,0;0,0;0,0;3,7;5,4;8,6;1,4;13,4;0,0;21,4;43,6;5,6;16,2;49,2;49,2;5,2;0,0;0,4;30,0;4,0;2,7;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/01/1944;1;41,0;184,4;23;16;1;1;0;1101,30004882812;1;0,0;0,0;0,0;0,0;2,2;0,0;10,0;0,0;0,0;6,5;3,4;0,0;0,0;0,0;0,0;0,0;11,0;23,0;1,2;0,0;0,0;4,5;41,0;12,4;14,4;5,2;15,6;10,8;14,0;9,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/02/1944;1;34,2;209,8;1;17;1;1;0;1101,30004882812;1;34,2;22,2;11,6;3,6;1,3;17,0;6,4;7,0;15,4;0,0;0,0;0,0;2,0;14,8;5,3;19,6;7,8;12,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,0;12,0;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
2043013;2;01/03/1944;1;20,8;116,9;23;13;1;1;0;1101,30004882812;1;0,0;10,4;0,0;7,6;0,0;16,0;5,2;0,0;0,0;0,6;0,0;0,0;1,3;17,4;0,0;0,0;17,4;5,2;7,6;6,2;0,0;0,0;20,8;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/04/1944;1;45,6;58,3;21;6;1;1;0;1101,30004882812;1;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;3,4;0,0;0,0;0,0;0,0;0,4;6,9;0,0;0,0;0,0;45,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/05/1944;1;6,3;7,0;11;3;1;1;0;1101,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/06/1944;1;0,5;0,5;4;1;1;1;0;1101,30004882812;1;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/07/1944;1;0,0;0,0;1;;1;1;0;1101,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/08/1944;1;0,3;0,3;10;1;1;1;0;1101,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/09/1944;1;15,8;15,8;3;1;1;1;0;1101,30004882812;1;0,0;0,0;15,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/10/1944;1;24,2;119,0;13;9;1;1;0;1101,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,2;2,6;0,0;7,2;0,8;0,0;20,2;22,6;0,0;0,0;0,0;0,0;0,0;8,6;0,0;0,0;12,6;20,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/11/1944;1;23,8;110,7;25;11;1;1;0;1101,30004882812;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;1,4;8,8;0,0;0,0;1,2;0,0;17,4;22,6;23,8;0,0;0,0;16,0;9,2;2,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/12/1944;1;45,4;278,6;4;14;1;1;0;1101,30004882812;1;0,0;43,2;30,2;45,4;0,0;0,6;17,4;2,6;35,6;17,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,6;0,8;0,0;0,0;0,0;4,2;36,6;30,2;4,8;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/01/1945;1;35,4;304,8;13;20;1;1;0;1577,09997558594;1;0,0;0,0;3,8;9,6;0,0;27,2;8,4;27,4;20,8;0,4;21,4;32,6;35,4;0,0;2,0;0,0;0,0;24,6;33,4;0,0;8,4;3,8;0,0;0,0;5,8;4,2;27,4;6,4;1,8;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/02/1945;1;24,2;163,2;12;14;1;1;0;1577,09997558594;1;14,2;22,4;11,4;20,0;12,6;6,4;12,4;10,2;0,0;0,0;0,0;24,2;1,0;21,6;1,4;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2043013;2;01/03/1945;1;37,6;190,0;20;18;1;1;0;1577,09997558594;1;8,6;21,6;14,6;0,0;0,0;3,0;10,2;1,4;32,4;4,6;0,0;0,0;0,0;0,6;3,6;0,3;0,0;0,0;0,0;37,6;19,4;18,6;0,8;0,0;0,0;0,2;12,0;0,0;0,0;0,0;0,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/04/1945;1;42,6;104,6;1;10;1;1;0;1577,09997558594;1;42,6;3,6;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;34,2;3,4;0,0;0,0;0,0;0,0;0,0;0,0;9,4;0,6;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,0;0,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/05/1945;1;11,2;33,4;16;4;1;1;0;1577,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,4;11,2;9,6;3,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/06/1945;1;32,2;66,0;27;6;1;1;0;1577,09997558594;1;0,0;0,0;0,0;0,0;0,0;4,6;2,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;10,2;9,2;32,2;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/07/1945;1;0,0;0,0;1;;1;1;0;1577,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/08/1945;1;9,4;9,4;21;1;1;1;0;1577,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2043013;2;01/09/1945;1;20,4;35,8;30;5;1;1;0;1577,09997558594;1;3,2;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;20,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2043013;2;01/10/1945;1;35,4;142,2;17;10;1;1;0;1577,09997558594;1;17,4;0,0;0,0;0,0;0,0;0,0;0,0;12,4;1,3;0,1;0,0;0,0;0,0;0,0;0,0;0,0;35,4;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,0;24,6;20,2;0,0;3,4;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
